ENROLLMENTPIDM,GENDER,FIRST_GEN,LOW_SES,LGBTQ,AGE,Age Group,ETHNICITYROLLUP,MIDEAST,API,HISPANIC,CREDITHOURS,CR/NC,FIRSTTIMEATWVC,FIRSTSEM,FINAID2223,ZIPCODE,SPRADDR_CITY,STVEGOL_DESC,STVMAJR_DESC,TOTAL_UNITS_ATT,TOTAL_UNITS_EARNED,SHRLGPA_GPA_HOURS,SHRLGPA_QUALITY_POINTS,STVSTYP_DESC,EDLEVEL,High School,HSCODE,GRAD_YEAR,RESIDENCY_TYPE
1593548,Male,Y,Y,N,19,19 or Less,White,Y,N,N,12.0-14.9,Credit,No,202170,Yes,95117,San Jose,Associate & transfer to 4-yr,Business Admininstration,52.5,52.5,52.5,191,Continuing Student,Received High School Diploma,Prospect High,433613,2021,In state Resident
1593703,Male,Y,N,N,30,30-34,Hispanic,N,N,Y,6.0-8.9,Credit,No,202150,No,95051,Santa Clara,Associate & transfer to 4-yr,"Engineering, AS",26.5,26.5,26,104,Continuing Student,Received High School Diploma,Westmont High,433850,2010,In state Resident
1593797,Female,U,Y,N,21,20-24,Hispanic,N,N,Y,3.0-5.9,Credit,No,202170,No,95132,San Jose,Associate & transfer to 4-yr,"Human Biology, AS",82,71,67,177,Continuing Student,Received High School Diploma,Othr CA High Sch - no CDS code,600050,2018,In state Resident
1593816,Male,N,N,N,37,35-39,White,N,N,N,6.0-8.9,Credit,No,202250,No,95126,San Jose,Maintain certificate/license,Accounting,16,16,16,44,Continuing Student,,High School - Colorado,600060,2003,In state Resident
1593876,Male,N,N,N,17,19 or Less,Two or More,N,Y,N,3.0-5.9,Credit,No,202150,No,95130,San Jose,Transfer to 4-year w/o Asso.,Economics,8,8,8,32,Concurrent - HS Student,Special Admit enrolled K-12,Prospect High,433613,,Concurrent / High School
1594000,Female,N,N,N,15,19 or Less,Asian,N,Y,N,6.0-8.9,Credit,No,202170,No,95138,San Jose,Associate & transfer to 4-yr,Psychology,11,11,11,39,Concurrent - HS Student,Special Admit enrolled K-12,Othr CA High Sch - no CDS code,600050,,Concurrent / High School
1594276,Female,Y,Y,N,19,19 or Less,White,N,N,N,12.0-14.9,Credit,No,202170,No,95130,San Jose,Associate & transfer to 4-yr,"Child & Adolescent Dev, AA-T",20.5,13.5,19,30,Continuing Student,Received High School Diploma,Westmont High,433850,2021,In state Resident
1594315,Female,N,N,N,15,19 or Less,Filipino,N,Y,N,3.0-5.9,Credit,No,202170,No,95130,San Jose,Transfer to 4-year w/o Asso.,Engineering,3,3,3,12,Concurrent - HS Student,Special Admit enrolled K-12,Prospect High,433613,,Concurrent / High School
1594392,Male,N,N,N,18,19 or Less,Hispanic,N,N,Y,12.0-14.9,Credit,No,202170,No,95130,San Jose,Associate & transfer to 4-yr,"Studio Arts - Draw/Paint, CA",27,12,12,30,Continuing Student,Received High School Diploma,Prospect High,433613,2021,In state Resident
1594415,Female,Y,Y,N,18,19 or Less,Asian,N,Y,N,12.0-14.9,Credit,No,202230,No,95116,San Jose,Associate & transfer to 4-yr,"Physics, AST",61,61,61,240,Continuing Student,Special Admit enrolled K-12,Milpitas High,433447,,In state Resident
1594528,,Y,Y,N,20,20-24,Hispanic,N,N,Y,3.0-5.9,Credit,No,202230,No,95132,San Jose,Associate & transfer to 4-yr,"Engineering, AS",27,15,24,30,Continuing Student,Received High School Diploma,Othr CA High Sch - no CDS code,600050,2021,In state Resident
1594693,Female,Y,N,N,37,35-39,African American/African,N,N,N,3.0-5.9,Credit,No,202230,No,94536,Fremont,Associate & transfer to 4-yr,"Human Biology, AS",93,84,84,261,Continuing Student,Bachelor Degree or higher,Foreign High School,8XXXXX,2000,In state Resident
1594702,Male,N,N,N,20,20-24,White,N,N,N,3.0-5.9,Credit,No,202230,No,95032,Los Gatos,Associate & transfer to 4-yr,"Kinesiology, AAT",32,27,27,101,Continuing Student,Received High School Diploma,Valley Christian High School,694070,2021,In state Resident
1594747,Female,N,N,N,18,19 or Less,White,N,N,N,12.0-14.9,Credit,No,202170,No,95008,Campbell,Associate & transfer to 4-yr,Anthropology,25,15,22,33,Continuing Student,Received High School Diploma,Westmont High,433850,2021,In state Resident
1594800,Female,N,N,Y,18,19 or Less,White,N,N,N,9.0-11.9,Credit,No,202170,No,95118,San Jose,Associate & transfer to 4-yr,Liberal Arts: Arts & Hum,4,4,4,16,First Time Student,Received High School Diploma,Branham High Schl,433086,2022,In state Resident
1594908,Male,N,N,N,18,19 or Less,Hispanic,N,N,Y,12.0-14.9,Credit,No,202150,No,95122,San Jose,Associate & transfer to 4-yr,English,3,3,3,9,First Time Student,Received High School Diploma,Silver Creek High,433790,2022,In state Resident
1594950,Female,Y,Y,N,18,19 or Less,Asian,N,Y,N,15+,Credit,Yes,,Yes,95133,San Jose,Associate & transfer to 4-yr,Biological Science,4,4,4,12,First Time Student,Received High School Diploma,Santa Clara High,433012,2022,In state Resident
1595004,Male,N,Y,N,19,19 or Less,White,N,N,N,12.0-14.9,Credit,No,202170,No,95070,Saratoga,Associate & transfer to 4-yr,Business Admininstration,25,25,24,64,Continuing Student,Received High School Diploma,Westmont High,433850,2021,In state Resident
1595016,Male,N,N,N,24,20-24,Two or More,N,Y,N,6.0-8.9,Credit,Yes,,No,95120,San Jose,Associate & transfer to 4-yr,Business Administration,,,,,Returning Student,Received High School Diploma,Pioneer High,433594,2016,In state Resident
1595036,Female,N,N,N,17,19 or Less,Asian,N,Y,N,3.0-5.9,Credit,Yes,,No,95129,San Jose,Associate & transfer to 4-yr,Park Management,,,,,Concurrent - HS Student,Special Admit enrolled K-12,Lynbrook High,433442,,Concurrent / High School
1595329,Male,N,N,N,17,19 or Less,Asian,N,Y,N,3.0-5.9,Credit,No,202150,No,94087,Sunnyvale,Educational development,Mathematics,3,3,3,12,Concurrent - HS Student,Special Admit enrolled K-12,Lynbrook High,433442,,Concurrent / High School
1595354,Male,N,N,N,18,19 or Less,Hispanic,N,N,Y,15+,Credit,No,202150,No,95125,San Jose,Associate & transfer to 4-yr,Business Administration,42,20,36,62,Continuing Student,Received High School Diploma,Othr CA High Sch - no CDS code,600050,2021,In state Resident
1595359,Male,Y,Y,N,19,19 or Less,Hispanic,N,N,Y,12.0-14.9,Credit,No,202150,Yes,95117,San Jose,Associate & transfer to 4-yr,Psychology,29.5,3.5,13,3,Continuing Student,Received High School Diploma,Del Mar High,433195,2021,In state Resident
1595388,Male,N,N,N,15,19 or Less,Asian,N,Y,N,3.0-5.9,Credit,Yes,,No,95014,Cupertino,Undeciced on goal,Business Administration,,,,,Concurrent - HS Student,Special Admit enrolled K-12,Lynbrook High,433442,,Concurrent / High School
1595397,Female,N,N,N,19,19 or Less,Hispanic,N,N,Y,3.0-5.9,Credit,No,202150,No,95006,Boulder Creek,Undeciced on goal,Business Administration,9.5,3.5,3,12,Continuing Student,Received High School Diploma,Othr CA High Sch - no CDS code,600050,2021,In state Resident
1595447,Female,N,N,N,19,19 or Less,Asian,N,Y,N,15+,Credit,No,202170,No,95120,San Jose,Associate & transfer to 4-yr,Marketing,29,25,25,100,Continuing Student,Received High School Diploma,Leland High,433352,2021,In state Resident
1595471,Male,N,N,N,64,50+,Asian,N,Y,N,3.0-5.9,Credit,Yes,,No,94536,Fremont,Vocational certificate,"Early Childhood Education, AS",3,3,3,12,Continuing Student,Bachelor Degree or higher,Foreign High School,8XXXXX,1977,In state Resident
1595525,Male,N,N,N,19,19 or Less,White,N,N,N,12.0-14.9,Credit,No,202170,No,95129,San Jose,Associate & transfer to 4-yr,Engineering,22.5,22.5,22,88,Continuing Student,Received High School Diploma,Prospect High,433613,2021,In state Resident
1595567,Female,N,Y,N,21,20-24,Asian,N,Y,N,12.0-14.9,Credit,No,202170,Yes,95070,Saratoga,Associate & transfer to 4-yr,Biological Science,9,9,9,36,Continuing Student,Received High School Diploma,Saratoga High,433776,2019,In state Resident
1595571,Male,N,Y,N,19,19 or Less,Hispanic,N,N,Y,12.0-14.9,Credit,No,202150,Yes,95118,San Jose,Associate & transfer to 4-yr,Public Health,38,25.5,28,76,Continuing Student,Received High School Diploma,Pioneer High,433594,2021,In state Resident
1596029,Female,N,Y,N,18,19 or Less,White,N,N,N,15+,Credit,No,202170,No,95008,Campbell,Associate & transfer to 4-yr,Liberal Arts: Arts & Hum,28,25,28,68,Continuing Student,Received High School Diploma,Othr CA High Sch - no CDS code,600050,2021,In state Resident
1596068,Female,Y,Y,N,19,19 or Less,Hispanic,N,N,Y,12.0-14.9,Credit,No,202170,Yes,95125,San Jose,Associate & transfer to 4-yr,Business Admininstration,39,39,27,105,Continuing Student,Received High School Diploma,Willow Glen High,433895,2021,In state Resident
1596098,Male,N,N,N,18,19 or Less,Filipino,N,Y,N,15+,Credit,No,202170,No,95130,San Jose,Associate & transfer to 4-yr,Finance/Accounting,33.5,10,22,26,Continuing Student,Received High School Diploma,Prospect High,433613,2021,In state Resident
1596236,,N,Y,N,32,30-34,Hispanic,N,N,Y,12.0-14.9,Credit,No,202170,Yes,95124,San Jose,Associate & transfer to 4-yr,Art History,43,37,40,121.1,Continuing Student,GED/HS Cert Equiv/Completion,High School - Utah,600440,2008,In state Resident
1596267,Male,N,Y,N,19,19 or Less,White,N,N,N,9.0-11.9,Credit,No,202170,Yes,95008,Campbell,Associate & transfer to 4-yr,Kinesiology AAT,26,23,23,76,Continuing Student,Received High School Diploma,Westmont High,433850,2021,In state Resident
1596327,Male,Y,N,N,19,19 or Less,Asian,N,Y,N,3.0-5.9,Credit,No,202150,No,95008,Campbell,Associate & transfer to 4-yr,Studio Arts,14.5,14,14,56,Continuing Student,Received High School Diploma,Othr CA High Sch - no CDS code,600050,2021,In state Resident
1596442,Male,N,N,N,19,19 or Less,Hispanic,N,N,Y,12.0-14.9,Credit,No,202170,No,95136,San Jose,Associate & transfer to 4-yr,Music,14.5,9,9,28,Continuing Student,Received High School Diploma,Gunderson High,433008,2021,In state Resident
1596459,Female,N,Y,N,18,19 or Less,Hispanic,N,N,Y,12.0-14.9,Credit,No,202150,No,95133,San Jose,Associate & transfer to 4-yr,Business Administration,36,29,31,75,Continuing Student,Received High School Diploma,Piedmont Hills High Schl,433590,2021,In state Resident
1596686,Female,Y,Y,N,18,19 or Less,White,N,N,N,9.0-11.9,Credit,No,202170,Yes,95118,San Jose,Associate & transfer to 4-yr,Administration of Justice,25.5,16.5,21,35,Continuing Student,Received High School Diploma,Othr CA High Sch - no CDS code,600050,2021,In state Resident
1596713,Male,N,N,N,19,19 or Less,White,N,N,N,15+,Credit,No,202170,No,95123,San Jose,Associate & transfer to 4-yr,Business Administration,25.5,22.5,21,64,Continuing Student,Received High School Diploma,Santa Teresa High,433002,2021,In state Resident
1596779,Male,N,Y,N,18,19 or Less,Hispanic,N,N,Y,3.0-5.9,Credit,No,202170,Yes,95119,San Jose,Associate & transfer to 4-yr,Engineering,17,7,12,7,Continuing Student,Received High School Diploma,Silver Creek High,433790,2021,In state Resident
1596817,Female,N,Y,N,23,20-24,Hispanic,N,Y,Y,15+,Credit,No,202170,Yes,94086,Sunnyvale,Associate & transfer to 4-yr,Apparel Design,6,0,0,0,Continuing Student,Received High School Diploma,Modesto High,503490,2017,In state Resident
1596828,Female,Y,Y,N,19,19 or Less,Hispanic,N,N,Y,9.0-11.9,Credit,No,202170,Yes,95111,San Jose,Associate & transfer to 4-yr,Communication Studies,19,16,16,55,Continuing Student,Received High School Diploma,Silver Creek High,433790,2021,In state Resident
1596857,Male,Y,Y,N,19,19 or Less,Hispanic,N,N,Y,6.0-8.9,Credit,No,202170,No,95111,San Jose,Associate & transfer to 4-yr,Engineering,22,22,22,58,Continuing Student,Received High School Diploma,Oak Grove High,433520,2021,In state Resident
1597132,,N,N,N,18,19 or Less,White,Y,N,N,6.0-8.9,Credit,No,202170,No,94087,Sunnyvale,Associate & transfer to 4-yr,Theatre Arts:Acting,24,12,21,33,Continuing Student,Received High School Diploma,Fremont High,433247,2021,In state Resident
1597188,Female,N,N,N,19,19 or Less,Two or More,N,N,N,9.0-11.9,Credit,No,202150,No,95130,San Jose,Associate & transfer to 4-yr,Apparel Design,25.5,19,19,39,Continuing Student,Received High School Diploma,Prospect High,433613,2021,In state Resident
1597379,Female,N,N,N,19,19 or Less,Asian,N,Y,N,15+,Credit,No,202170,No,95124,San Jose,Associate & transfer to 4-yr,Biological Science,30,20,25,75,Continuing Student,Received High School Diploma,Leigh High,433023,2020,In state Resident
1597397,Male,Y,N,N,19,19 or Less,Two or More,N,Y,N,3.0-5.9,Credit,Yes,,No,95123,San Jose,Associate & transfer to 4-yr,"Business Administration, AST",23,16,16,47,Continuing Student,Received High School Diploma,Santa Teresa High,433002,2021,In state Resident
1597678,Female,N,Y,Y,19,19 or Less,Hispanic,N,N,Y,6.0-8.9,Credit,No,202170,No,95124,San Jose,Associate & transfer to 4-yr,Public Health,25,3,14,6,Continuing Student,Received High School Diploma,Branham High Schl,433086,2021,In state Resident
1597823,Female,N,N,N,27,25-29,Hispanic,N,N,Y,3.0-5.9,Credit,Yes,,No,95127,San Jose,Associate & transfer to 4-yr,"Early Childhood Education, AST",,,,,Continuing Student,Foreign 2ndr Diploma/Cert Grad,Foreign High School,8XXXXX,2013,In state Resident
1597980,Female,N,N,N,16,19 or Less,White,Y,N,N,3.0-5.9,Credit,No,202170,No,95032,Los Gatos,Educational development,Biological Science,3,3,3,9,Concurrent - HS Student,Special Admit enrolled K-12,Leigh High,433023,,Concurrent / High School
1598093,Female,Y,N,N,56,50+,White,N,N,N,6.0-8.9,Credit,No,202170,No,95118,San Jose,Transfer to 4-year w/o Asso.,Music,16,16,16,64,Continuing Student,Bachelor Degree or higher,Manteca High,393510,1984,In state Resident
1598137,Male,N,Y,N,29,25-29,White,N,N,N,3.0-5.9,Credit,No,202170,Yes,95060,Santa Cruz,Associate & transfer to 4-yr,Engineering,12,12,12,48,Continuing Student,Received High School Diploma,Aliso Niguel High,303057,2011,In state Resident
1598176,Female,N,Y,N,26,25-29,Asian,N,Y,N,6.0-8.9,Credit,No,202170,No,94087,Sunnyvale,Associate & transfer to 4-yr,Paralegal,17.5,17.5,17.5,68,Continuing Student,Bachelor Degree or higher,Homestead High,433331,2014,In state Resident
1598227,Male,N,N,N,19,19 or Less,White,N,N,N,12.0-14.9,Credit,No,202170,No,95030,Los Gatos,Associate & transfer to 4-yr,Marketing Digital Communicntns,21,12,18,24,Continuing Student,Received High School Diploma,Leland High,433352,2021,In state Resident
1598265,Female,U,Y,N,24,20-24,White,N,N,N,3.0-5.9,Credit,No,202170,Yes,95070,Saratoga,Associate & transfer to 4-yr,"Business Administrat 2.0, AS-T",23,13,13,48,Continuing Student,Received High School Diploma,Del Rio Continuation High,403015,2016,AB540 Waiver
1598273,Male,N,N,N,17,19 or Less,Hispanic,N,N,Y,15+,Credit,No,202170,No,95008,Campbell,Associate & transfer to 4-yr,Economics,22,19,19,76,Continuing Student,Certificate of CA HS Profic.,Westmont High,433850,2021,In state Resident
1598279,Male,N,N,N,20,20-24,White,N,N,N,9.0-11.9,Credit,No,202170,No,95008,Campbell,Associate & transfer to 4-yr,Kinesiology AAT,29,26,26,62,Continuing Student,Received High School Diploma,Westmont High,433850,2020,In state Resident
1598292,Female,N,N,N,20,20-24,White,N,N,N,12.0-14.9,Credit,No,202170,No,94538,Fremont,Associate & transfer to 4-yr,Apparel Design,12,3,12,9,Continuing Student,Received High School Diploma,John F. Kennedy High,013445,2020,In state Resident
1598307,Male,N,N,N,18,19 or Less,Hispanic,N,N,Y,15+,Credit,No,202170,No,95032,Los Gatos,Associate & transfer to 4-yr,Transfer Studies IGETC,3,3,3,6,First Time Student,Received High School Diploma,Westmont High,433850,2022,In state Resident
1598599,Male,N,N,N,20,20-24,Hispanic,N,N,Y,6.0-8.9,Credit,No,202170,No,95124,San Jose,Associate & transfer to 4-yr,Kinesiology AAT,10,5,5,15,Continuing Student,Received High School Diploma,Branham High Schl,433086,2020,In state Resident
1598602,Male,N,Y,N,20,20-24,Asian,N,Y,N,9.0-11.9,Credit,No,202210,Yes,95120,San Jose,Associate & transfer to 4-yr,Apparel Design,15,12,12,33,Continuing Student,Received High School Diploma,Leland High,433352,2020,In state Resident
1598748,Male,N,N,N,17,19 or Less,Asian,N,Y,N,6.0-8.9,Credit,Yes,,No,95124,San Jose,Associate & transfer to 4-yr,Physics,,,,,Concurrent - HS Student,Special Admit enrolled K-12,Branham High Schl,433086,,Concurrent / High School
1598986,Female,N,N,Y,21,20-24,Two or More,N,Y,N,3.0-5.9,Credit,No,202170,No,95120,San Jose,Associate & transfer to 4-yr,Communications Studies,6,6,6,21,Continuing Student,Received High School Diploma,Leland High,433352,2019,In state Resident
1599007,Male,Y,N,N,33,30-34,Hispanic,N,N,Y,3.0-5.9,Credit,No,202170,No,95133,San Jose,Associate & transfer to 4-yr,Admin of Justice:Law Enforcemt,12,12,12,48,Continuing Student,Received High School Diploma,Othr CA High Sch - no CDS code,600050,2020,AB540 Waiver
1599312,Male,N,Y,N,18,19 or Less,Hispanic,N,N,Y,12.0-14.9,Credit,No,202250,Yes,33594,Valrico,Associate & transfer to 4-yr,Landscape Architecture,1.5,1.5,1,4,Transfer Student,Foreign 2ndr Diploma/Cert Grad,Foreign High School,8XXXXX,2021,In state Resident
1599380,Female,Y,N,N,66,50+,White,N,N,N,0.1-2.9,Credit,No,202170,No,95124,San Jose,Educational development,Biological Science,10,10,10,40,Continuing Student,Bachelor Degree or higher,Santa Clara High,433012,1973,In state Resident
1599457,Male,N,N,N,17,19 or Less,Unknown,U,U,U,3.0-5.9,Credit,Yes,,No,94087,Sunnyvale,Associate & transfer to 4-yr,Engineering,,,,,First Time Student,Received High School Diploma,Homestead High,433331,2022,In state Resident
1600234,Male,U,N,N,20,20-24,Hispanic,N,N,Y,3.0-5.9,Credit,Yes,,No,95118,San Jose,Associate & transfer to 4-yr,Apparel Design 1,,,,,Returning Student,Received High School Diploma,Pioneer High,433594,2020,In state Resident
1600395,Male,N,N,N,19,19 or Less,Two or More,N,Y,N,6.0-8.9,Credit,Yes,,No,96744,Kaneohe,Associate & transfer to 4-yr,Liberal Arts: Sci & Math,,,,,Continuing Student,Received High School Diploma,High School - Hawaii,600110,2021,Out of state Resident
1600445,Female,N,N,Y,31,30-34,Asian,N,Y,N,12.0-14.9,Credit,No,202230,No,95070,Saratoga,2-yr associate degree,"UX and App Design, AA",14,14,14,56,Continuing Student,,,,,Foreign
1600576,Female,Y,N,N,18,19 or Less,Hispanic,N,N,Y,12.0-14.9,Credit,No,202250,No,95110,San Jose,Associate & transfer to 4-yr,Psychology,3,3,3,12,First Time Student,Received High School Diploma,Willow Glen High,433895,2022,In state Resident
1600783,Female,N,Y,N,19,19 or Less,Hispanic,N,N,Y,12.0-14.9,Credit,No,202230,Yes,95124,San Jose,Associate & transfer to 4-yr,Business Admininstration,20,16,20,50,Continuing Student,Received High School Diploma,Leigh High,433023,2021,In state Resident
1601172,Male,U,Y,N,29,25-29,Hispanic,N,N,Y,6.0-8.9,Credit,No,202230,Yes,95133,San Jose,Associate & transfer to 4-yr,Business Administration,3,3,3,12,Continuing Student,Associate Degree,Independence High,433003,2011,In state Resident
1601189,Male,Y,N,N,52,50+,Asian,N,Y,N,0.1-2.9,Credit,No,202230,No,95030,Los Gatos,Associate & transfer to 4-yr,Kinesiology AA,1,1,1,4,Continuing Student,Bachelor Degree or higher,Foreign High School,8XXXXX,1987,In state Resident
1601253,Female,N,N,Y,19,19 or Less,White,N,N,N,12.0-14.9,Credit,No,202230,No,95118,San Jose,Associate & transfer to 4-yr,Park Management,12,12,12,45,Continuing Student,Received High School Diploma,Leigh High,433023,2021,In state Resident
1601532,Female,Y,Y,N,17,19 or Less,White,N,N,N,12.0-14.9,Credit,No,202250,Yes,95125,San Jose,Associate & transfer to 4-yr,Clinical Assistant,3.5,3.5,3,12,First Time Student,Received High School Diploma,Willow Glen High,433895,2022,In state Resident
1601593,Male,N,Y,N,18,19 or Less,Hispanic,N,N,Y,12.0-14.9,Credit,No,202250,Yes,95124,San Jose,Associate & transfer to 4-yr,Apparel Design 1,3,3,3,12,First Time Student,Received High School Diploma,Leigh High,433023,2022,In state Resident
1601628,,Y,Y,N,55,50+,White,N,N,N,9.0-11.9,Credit,No,202230,Yes,94087,Sunnyvale,Vocational certificate,Apparel Design 1,4,4,4,16,Continuing Student,Associate Degree,Foreign High School,8XXXXX,,In state Resident
1601904,Female,N,Y,N,21,20-24,Filipino,N,Y,N,9.0-11.9,Credit,No,202230,Yes,95035,Milpitas,Associate & transfer to 4-yr,Psychology,61.028,57.693,61.028,201.5906,Continuing Student,Received High School Diploma,Evergreen Valley High,433069,2018,In state Resident
1602085,Male,Y,N,N,18,19 or Less,White,N,N,N,12.0-14.9,Credit,No,202230,No,95014,Cupertino,Associate & transfer to 4-yr,Engineering,8,8,8,16,First Time Student,Received High School Diploma,Cupertino High,433179,2022,In state Resident
1602262,Female,Y,N,N,21,20-24,Hispanic,N,N,Y,3.0-5.9,Credit,No,202230,No,95023,Hollister,Associate & transfer to 4-yr,Business Administration,7,3,7,6,Continuing Student,Received High School Diploma,San Benito High,353700,2019,In state Resident
1602315,Male,N,N,N,16,19 or Less,Asian,N,Y,N,3.0-5.9,Credit,No,202250,No,95129,San Jose,Associate & transfer to 4-yr,Engineering,5,5,5,20,Concurrent - HS Student,Special Admit enrolled K-12,Lynbrook High,433442,,Concurrent / High School
1602336,Female,N,Y,N,18,19 or Less,White,N,N,N,3.0-5.9,Credit,No,202230,No,95050,Santa Clara,Associate & transfer to 4-yr,"Graphic Design, CERT",12,12,12,47,Continuing Student,Received High School Diploma,Santa Clara High,433012,2021,In state Resident
1602457,Male,N,N,N,17,19 or Less,Asian,N,Y,N,3.0-5.9,Credit,Yes,,No,95129,San Jose,Associate & transfer to 4-yr,Engineering,,,,,Concurrent - HS Student,Special Admit enrolled K-12,Lynbrook High,433442,,Concurrent / High School
1602550,Female,N,Y,N,18,19 or Less,Hispanic,N,N,Y,12.0-14.9,Credit,No,202250,Yes,95132,San Jose,Associate & transfer to 4-yr,Public Health,1,1,1,4,First Time Student,Received High School Diploma,Piedmont Hills High Schl,433590,2022,In state Resident
1602873,Female,N,N,N,29,25-29,Hispanic,N,N,Y,3.0-5.9,Credit,Yes,,No,94086,Sunnyvale,Associate & transfer to 4-yr,Liberal Arts: Arts & Hum,,,,,Returning Student,Foreign 2ndr Diploma/Cert Grad,Foreign High School,8XXXXX,2011,Out of state Resident
1602879,Female,Y,Y,N,24,20-24,Hispanic,N,N,Y,9.0-11.9,Credit,No,202230,Yes,95123,San Jose,Associate & transfer to 4-yr,Business Admininstration,17.5,14.5,14,56,Continuing Student,Received High School Diploma,Pioneer High (Continuation),243003,2017,In state Resident
1603265,Female,N,N,N,45,40-49,Asian,N,Y,N,3.0-5.9,Credit,Yes,,No,95032,Los Gatos,Prep for new career/job skill,"Accounting Clerk, CA",,,,,Transfer Student,Bachelor Degree or higher,Foreign High School,8XXXXX,1996,In state Resident
1603511,Male,N,N,N,19,19 or Less,White,N,N,N,12.0-14.9,Credit,No,202230,No,95125,San Jose,Associate & transfer to 4-yr,"Business Administration, AST",36,33,32,107.8,Continuing Student,Received High School Diploma,Bellarmine College Preparatory,694037,2021,In state Resident
1603666,Female,N,Y,N,36,35-39,Filipino,N,Y,N,3.0-5.9,Credit,Yes,,No,94587,Union City,Associate & transfer to 4-yr,"Human Biology, AS",17,17,11,33,Continuing Student,Received High School Diploma,High School - Pennsylvania,600380,2005,In state Resident
1603698,Female,Y,Y,N,32,30-34,White,N,N,N,12.0-14.9,Credit,Yes,,No,95136,San Jose,Associate & transfer to 4-yr,"Psychology, AAT",16,3,10,12,Continuing Student,Received High School Diploma,Branham High Schl,433086,2009,In state Resident
1603863,Female,N,Y,N,23,20-24,Hispanic,N,N,Y,9.0-11.9,Credit,No,202230,No,95023,Hollister,Associate & transfer to 4-yr,Spanish,17,17,17,65,Continuing Student,Bachelor Degree or higher,San Benito High,353700,2017,In state Resident
1603891,Female,Y,N,N,42,40-49,Asian,N,Y,N,6.0-8.9,Credit,No,202230,No,95120,San Jose,Improve basic skills,English,3,0,0,0,Continuing Student,Foreign 2ndr Diploma/Cert Grad,Foreign High School,8XXXXX,1998,In state Resident
1603892,Female,U,Y,N,29,25-29,Asian,N,Y,N,3.0-5.9,Credit,Yes,,No,95133,San Jose,Associate & transfer to 4-yr,"Business Administration, AST",10,10,10,23,Continuing Student,Associate Degree,Foreign High School,8XXXXX,,In state Resident
1603925,Female,Y,Y,N,22,20-24,Asian,N,Y,N,12.0-14.9,Credit,No,202230,No,95121,San Jose,Vocational certificate,"UX and App Design, CA",16,16,16,64,Continuing Student,Associate Degree,Cupertino High,433179,2017,In state Resident
1603929,Female,N,N,N,19,19 or Less,Two or More,N,Y,N,12.0-14.9,Credit,No,202210,No,95054,Santa Clara,Associate & transfer to 4-yr,"Interior Design Fundamenta, AS",16.5,16.5,16,55,Continuing Student,Received High School Diploma,Santa Clara High,433012,2020,In state Resident
1604084,Female,N,N,N,53,50+,White,N,N,N,0.1-2.9,Credit,No,202230,No,94025,Menlo Park,Associate & transfer to 4-yr,Undeclared,12,0,0,0,Continuing Student,Bachelor Degree or higher,Santa Catalina,693674,1987,In state Resident
1604137,Male,Y,N,N,24,20-24,White,N,N,N,6.0-8.9,Credit,No,202230,No,95037,Morgan Hill,Associate & transfer to 4-yr,Engineering,6,6,6,21,Continuing Student,Received High School Diploma,Othr CA High Sch - no CDS code,600050,2017,In state Resident
1604142,Female,N,N,N,21,20-24,White,N,N,N,15+,Credit,Yes,,No,95123,San Jose,Transfer to 4-year w/o Asso.,Business Administration,,,,,Continuing Student,Received High School Diploma,Presentation High,694061,2019,In state Resident
1604148,Female,Y,Y,N,30,30-34,Hispanic,N,N,Y,3.0-5.9,Credit,Yes,,No,95123,San Jose,Associate & transfer to 4-yr,"Interior Design Fundamenta, AS",,,,,First Time Student,Received High School Diploma,Los Banos High,243420,2010,In state Resident
1604269,Female,N,N,N,18,19 or Less,White,N,N,N,12.0-14.9,Credit,Yes,,No,95118,San Jose,Associate & transfer to 4-yr,Physics,,,,,First Time Student,Special Admit enrolled K-12,Liberty High,433050,2022,In state Resident
1604287,Male,N,N,N,28,25-29,Unknown,U,U,U,9.0-11.9,Credit,Yes,,No,94040,Mountain View,Associate & transfer to 4-yr,"Business, AS",5.5,5.5,5.5,15.5,Continuing Student,Received High School Diploma,Evergreen Valley High,433069,2012,In state Resident
1604382,Female,Y,N,N,38,35-39,White,N,N,N,3.0-5.9,Credit,No,202230,No,95032,Los Gatos,Improve basic skills,Lib Arts: Cltrl & Glbl Stds,3,3,3,9,Continuing Student,,Foreign High School,8XXXXX,2002,Out of state Resident
1604433,Female,N,Y,N,29,25-29,Hispanic,N,N,Y,3.0-5.9,Credit,No,202230,No,95829,Sacramento,Associate & transfer to 4-yr,"Psychology, AAT",51.66,44.66,44.66,145.66,Continuing Student,Received High School Diploma,Elk Grove High,343257,2011,In state Resident
1604652,Male,N,N,N,18,19 or Less,Hispanic,N,N,Y,0.1-2.9,Credit,No,202250,No,94566,Pleasanton,Associate & transfer to 4-yr,"Human Biology, AS",8,3,3,6,Continuing Student,Received High School Diploma,Amador Valley High,013058,2022,In state Resident
1604703,Female,N,N,N,39,35-39,White,N,N,N,3.0-5.9,Credit,No,202230,No,95014,Cupertino,Associate & transfer to 4-yr,Computer Aided Drafting & Desn,4,3,3,12,Continuing Student,Bachelor Degree or higher,Pacific Union College Preparat,693681,2001,In state Resident
